zip,beds,baths,sqft,price,Mon,Thu,Tue,Wed,type_Multi-Family,type_Residential
95822,4,2,1436,185074,0,0,0,0,0,1
95829,3,2,1124,185833,0,0,0,0,0,1
95826,4,2,1139,186785,0,0,0,0,0,1
95832,3,2,1638,187000,0,0,0,0,0,1
95833,3,2,1328,188335,0,0,0,0,0,1
95758,3,2,1273,190000,0,0,0,0,0,1
95838,3,1,1082,190000,0,0,0,0,0,1
95827,4,2,1578,190000,0,0,0,0,0,1
95661,2,1,796,190000,0,0,0,0,0,1
95823,3,2,1386,191250,0,0,0,0,0,1
95670,3,2,1452,193000,0,0,0,0,0,1
95823,3,2,1513,193500,0,0,0,0,0,1
95842,4,2,1578,195000,0,0,0,0,0,1
95610,4,3,1736,195000,0,0,0,0,0,1
95821,3,1,1473,195000,0,0,0,0,0,1
95820,3,1,1150,198000,0,0,0,0,0,1
95833,3,2,1127,199900,0,0,0,0,0,1
95628,3,1,1144,200000,0,0,0,0,0,1
95608,3,1,972,201000,0,0,0,0,0,1
95758,4,2,2306,204918,0,0,0,0,0,1
95843,3,2,1479,205000,0,0,0,0,0,1
95623,2,1,1040,205000,0,0,0,0,0,1
95838,3,2,1430,205878,0,0,0,0,0,1
95832,4,2,1800,207000,0,0,0,0,0,1
95843,4,2,1953,207744,0,0,0,0,0,1
95835,3,2,1120,209000,0,0,0,0,0,1
95834,3,2,1232,210000,0,0,0,0,0,1
95758,4,2,2329,213750,0,0,0,0,0,1
95758,3,2,1351,215000,0,0,0,0,0,1
95661,4,1,1376,215000,0,0,0,0,0,1
95619,3,2,1300,216033,0,0,0,0,0,1
95825,4,2,1566,220000,0,0,0,0,0,1
95817,2,1,1115,220000,0,0,0,0,0,1
95818,2,1,1032,220000,0,0,0,0,0,1
95621,4,2,1419,220000,0,0,0,0,0,1
95757,3,2,1261,220000,0,0,0,0,0,1
95608,2,2,1637,220702,0,0,0,0,0,1
95825,4,2,1776,221250,0,0,0,0,1,0
95758,3,2,1338,222000,0,0,0,0,0,1
95624,5,2,2254,222750,0,0,0,0,0,1
95834,3,2,1441,225000,0,0,0,0,0,1
95838,4,2,1991,225000,0,0,0,0,0,1
95829,4,3,2126,228750,0,0,0,0,0,1
95624,3,2,1094,229000,0,0,0,0,0,1
95677,3,2,1462,230095,0,0,0,0,0,1
95834,5,3,2258,232500,0,0,0,0,0,1
95670,3,2,1074,233000,0,0,0,0,0,1
95624,4,2,2111,233500,0,0,0,0,0,1
95835,3,2,1686,239000,0,0,0,0,0,1
95843,4,3,1915,240000,0,0,0,0,0,1
95624,4,2,2367,240000,0,0,0,0,0,1
95823,3,2,1962,240971,0,0,0,0,0,1
95670,2,2,1406,242000,0,0,0,0,0,1
95829,3,2,1789,243450,0,0,0,0,0,1
95835,4,2,1876,243500,0,0,0,0,0,1
95843,3,2,1235,246544,0,0,0,0,0,1
95843,4,2,2504,246750,0,0,0,0,0,1
95608,3,2,1676,247000,0,0,0,0,0,1
95621,3,2,1367,249000,0,0,0,0,0,1
95758,4,3,1899,249000,0,0,0,0,0,1
95758,3,2,1636,250000,0,0,0,0,0,1
95821,3,2,1828,250000,0,0,0,0,0,1
95826,4,2,1438,252000,0,0,0,0,0,1
95624,3,2,1451,255000,0,0,0,0,0,1
95825,3,1,1520,255000,0,0,0,0,0,1
95747,3,2,1506,255000,0,0,0,0,0,1
95835,4,2,2605,257200,0,0,0,0,0,1
95662,3,2,1196,260000,0,0,0,0,0,1
95648,3,2,1621,260000,0,0,0,0,0,1
95835,3,2,1811,263500,0,0,0,0,0,1
95757,3,2,1540,266510,0,0,0,0,0,1
95757,3,2,1543,275000,0,0,0,0,0,1
95835,5,3,2494,276000,0,0,0,0,0,1
95648,3,2,1650,276500,0,0,0,0,0,1
95632,4,3,2214,278000,0,0,0,0,0,1
95835,5,3,2280,279000,0,0,0,0,0,1
95608,3,2,1443,280000,0,0,0,0,0,1
95621,4,2,1582,280000,0,0,0,0,0,1
95757,3,2,1857,285000,0,0,0,0,0,1
95758,3,2,1735,288000,0,0,0,0,0,1
95624,4,3,2096,289000,0,0,0,0,0,1
95825,3,2,1720,290000,0,0,0,0,0,1
95843,4,2,2160,290000,0,0,0,0,0,1
95838,4,2,1382,293996,0,0,0,0,0,1
95624,4,2,1721,294173,0,0,0,0,0,1
95650,4,2,1328,295000,0,0,0,0,0,1
95624,4,2,1982,298000,0,0,0,0,0,1
95818,2,1,1144,299000,0,0,0,0,0,1
95825,2,2,1623,300000,0,0,0,0,0,1
95614,3,2,1457,300000,0,0,0,0,0,1
95624,6,3,2555,300000,0,0,0,0,0,1
95765,3,2,1577,300567,0,0,0,0,0,1
95757,5,3,2592,303000,0,0,0,0,0,1
95610,3,2,1401,305000,0,0,0,0,0,1
95608,3,2,1502,310000,0,0,0,0,0,1
95630,3,2,1327,310000,0,0,0,0,0,1
95678,4,3,1800,310000,0,0,0,0,0,1
95831,4,2,2169,311518,0,0,0,0,0,1
95648,5,3,2457,312000,0,0,0,0,0,1
95662,4,2,2004,315000,0,0,0,0,0,1
95678,4,3,2212,315000,0,0,0,0,0,1
95843,5,3,3134,315000,0,0,0,0,0,1
95864,3,2,1360,315000,0,0,0,0,0,1
95822,3,2,1276,320000,0,0,0,0,0,1
95834,4,3,2962,322000,0,0,0,0,0,1
95765,4,2,1888,325000,0,0,0,0,0,1
95632,3,2,1548,328370,0,0,0,0,0,1
95670,4,3,2109,330000,0,0,0,0,0,1
95827,4,2,2484,331200,0,0,0,0,0,1
95834,4,3,2258,332000,0,0,0,0,0,1
95835,3,3,2212,334000,0,0,0,0,0,1
95662,3,2,1616,335000,0,0,0,0,0,1
95835,4,2,2372,341000,0,0,0,0,0,1
95765,5,3,2606,346375,0,0,0,0,0,1
95757,5,3,2877,349000,0,0,0,0,0,1
95843,3,2,2960,350000,0,0,0,0,0,1
95678,3,2,2172,350000,0,0,0,0,0,1
95678,3,2,2100,350000,0,0,0,0,0,0
95831,3,2,1795,351000,0,0,0,0,0,1
95661,4,2,2295,360000,0,0,0,0,0,1
95747,4,3,2577,367463,0,0,0,0,0,1
95690,3,1,1727,380000,0,0,0,0,0,1
95758,3,2,1485,380578,0,0,0,0,0,1
95608,3,2,1655,386222,0,0,0,0,0,1
95661,3,2,2049,395500,0,0,0,0,0,1
95757,5,3,2875,397000,0,0,0,0,0,1
95762,4,2,2199,400000,0,0,0,0,0,1
95818,2,1,1304,413500,0,0,0,0,0,1
95608,3,2,2334,415000,0,0,0,0,0,1
95603,4,3,2278,420454,0,0,0,0,0,1
95819,3,1,1493,425000,0,0,0,0,0,1
95630,5,3,2787,441000,0,0,0,0,0,1
95831,5,3,2824,445000,0,0,0,0,0,1
95630,4,3,3261,446000,0,0,0,0,0,1
95821,4,2,2053,450000,0,0,0,0,0,1
95661,4,3,2379,455000,0,0,0,0,0,1
95628,3,2,3173,525000,0,0,0,0,0,1
95864,3,1,1348,545000,0,0,0,0,0,1
95816,2,1,1252,575000,0,0,0,0,0,1
95630,4,3,3229,575000,0,0,0,0,0,1
95829,5,4,3863,598695,0,0,0,0,0,1
95746,4,3,2356,600000,0,0,0,0,0,1
95747,5,3,3579,610000,0,0,0,0,0,1
95693,4,3,4400,884790,0,0,0,0,0,1
95683,3,4,5822,2000,0,0,0,0,0,1
95828,4,2,1512,56950,0,1,0,0,0,1
95826,1,1,611,60000,0,1,0,0,0,0
95823,2,1,876,61000,0,1,0,0,0,1
95842,2,1,933,62000,0,1,0,0,0,0
95820,2,1,864,68566,0,1,0,0,0,1
95838,2,1,1011,70000,0,1,0,0,0,1
95815,4,2,1158,80000,0,1,0,0,0,1
95838,3,2,1092,85500,0,1,0,0,0,1
95833,2,1,956,92000,0,1,0,0,0,0
95824,2,2,1139,93600,0,1,0,0,0,1
95822,3,1,1058,95000,0,1,0,0,0,1
95838,3,2,1040,97750,0,1,0,0,0,1
95823,3,2,1354,104000,0,1,0,0,0,1
95660,3,1,1051,105000,0,1,0,0,0,1
95825,1,1,682,107666,0,1,0,0,0,0
95824,3,1,1161,109000,0,1,0,0,0,1
95838,3,1,1004,110000,0,1,0,0,0,1
95660,3,1,1229,110000,0,1,0,0,0,1
95832,3,2,1249,112500,0,1,0,0,0,1
95832,3,2,1161,114800,0,1,0,0,0,1
95823,3,1,1010,116000,0,1,0,0,0,1
95820,4,2,1462,121500,0,1,0,0,0,1
95828,3,2,1269,122000,0,1,0,0,0,1
95820,2,2,1188,123675,0,1,0,0,0,1
95838,4,2,1570,126854,0,1,0,0,0,1
95817,3,2,1093,127059,0,1,0,0,0,1
95828,3,1,962,128687,0,1,0,0,0,1
95823,3,2,1089,129500,0,1,0,0,0,1
95824,3,2,1127,130000,0,1,0,0,0,1
95822,4,2,1309,131750,0,1,0,0,0,1
95673,2,1,970,132000,0,1,0,0,0,1
95823,3,2,1144,134000,0,1,0,0,0,1
95670,3,1,1000,134000,0,1,0,0,0,1
95843,3,2,1206,142000,0,1,0,0,0,1
95825,3,1,1285,143012,0,1,0,0,0,1
95828,3,2,1543,145846,0,1,0,0,0,1
95691,2,1,884,147000,0,1,0,0,0,1
95817,3,1,1019,148750,0,1,0,0,0,1
95823,4,2,1392,150000,0,1,0,0,0,1
95842,2,1,924,150454,0,1,0,0,0,0
95823,3,2,1217,151087,0,1,0,0,0,1
95843,3,2,1670,157296,0,1,0,0,0,1
95832,3,2,1302,157500,0,1,0,0,0,1
95823,3,2,1488,160000,0,1,0,0,0,1
95660,3,2,1373,160000,0,1,0,0,0,1
95621,4,2,1381,161250,0,1,0,0,0,1
95823,3,2,1265,164000,0,1,0,0,0,1
95818,2,1,881,165000,0,1,0,0,0,1
95829,4,2,1608,165750,0,1,0,0,0,1
95621,3,1,1344,166000,0,1,0,0,0,1
95834,3,2,1202,169000,0,1,0,0,0,1
95648,3,2,1104,170000,0,1,0,0,0,1
95828,4,2,1859,170000,0,1,0,0,1,0
95832,3,2,1232,170000,0,1,0,0,0,1
95828,3,1,1638,170725,0,1,0,0,0,1
95831,2,2,1177,171750,0,1,0,0,0,1
95833,3,2,1582,172000,0,1,0,0,0,1
95823,2,2,904,173056,0,1,0,0,0,1
95758,3,2,1340,174000,0,1,0,0,0,1
95833,3,2,1204,174250,0,1,0,0,0,1
95624,4,2,1477,176850,0,1,0,0,0,1
95823,4,2,1497,179500,0,1,0,0,0,1
95628,3,1,960,185000,0,1,0,0,0,1
95834,3,2,1428,188700,0,1,0,0,0,1
95820,3,1,1039,189000,0,1,0,0,0,1
95628,3,1,1529,189000,0,1,0,0,0,1
95621,4,3,1892,189836,0,1,0,0,0,1
95838,4,2,1887,190000,0,1,0,0,0,1
95662,3,2,1294,191250,0,1,0,0,0,1
95832,3,2,1638,191675,0,1,0,0,0,1
95823,3,2,1677,195500,0,1,0,0,0,1
95621,3,1,1073,198000,0,1,0,0,0,1
95838,3,2,1231,200000,0,1,0,0,0,1
95758,3,2,1175,200000,0,1,0,0,0,1
95624,3,2,1416,200000,0,1,0,0,0,1
95835,3,2,1358,201528,0,1,0,0,0,1
95624,4,2,1609,204750,0,1,0,0,0,1
95842,4,3,1968,205000,0,1,0,0,0,1
95818,2,2,1089,205000,0,1,0,0,0,1
95608,3,2,1296,205900,0,1,0,0,0,1
95758,2,2,1189,207000,0,1,0,0,0,1
95815,2,1,795,207973,0,1,0,0,0,1
95747,3,2,1371,208250,0,1,0,0,0,1
95660,3,1,1310,208318,0,1,0,0,0,1
95632,3,2,1262,209347,0,1,0,0,0,1
95624,4,2,1740,211500,0,1,0,0,0,1
95843,3,2,1517,212000,0,1,0,0,0,1
95828,3,2,1450,213000,0,1,0,0,0,1
95624,3,2,1416,216000,0,1,0,0,0,1
95828,3,1,888,216021,0,1,0,0,0,1
95610,3,2,1882,219000,0,1,0,0,0,1
95757,3,2,1302,219794,0,1,0,0,0,1
95758,3,2,1418,220000,0,1,0,0,0,1
95608,4,2,1319,220000,0,1,0,0,0,1
95632,4,2,1770,220000,0,1,0,0,0,1
95842,4,2,1627,223000,0,1,0,0,0,1
95821,3,1,1040,224000,0,1,0,0,0,1
95660,3,1,960,224252,0,1,0,0,0,1
95662,3,1,1456,225000,0,1,0,0,0,1
95757,3,2,1450,228000,0,1,0,0,0,1
95648,3,2,1358,229027,0,1,0,0,0,1
95823,4,2,1329,229500,0,1,0,0,0,1
95823,4,2,1715,230000,0,1,0,0,0,1
95758,3,2,1262,230000,0,1,0,0,0,1
95829,4,3,2280,232425,0,1,0,0,0,1
95823,3,2,1477,234000,0,1,0,0,0,1
95610,3,2,1216,235000,0,1,0,0,0,1
95758,4,2,1685,235301,0,1,0,0,0,1
95762,3,2,1362,235738,0,1,0,0,0,1
